ticket_id,company_id,created_date,resolved_date,priority,category,status,satisfaction_score
171_8,171,2023-12-25,2023-12-27,Low,Bug,Resolved,4
172_0,172,2025-06-27,2025-06-27,High,Bug,Open,1
173_0,173,2024-01-20,2024-01-20,High,Bug,Escalated,1
173_1,173,2022-03-04,2022-03-09,High,Feature,Open,1
173_2,173,2022-04-12,2022-04-17,Critical,Billing,Escalated,1
173_3,173,2023-01-30,2023-02-02,Critical,Billing,Open,1
173_4,173,2023-08-20,2023-08-23,Critical,Bug,Resolved,3
173_5,173,2023-09-14,2023-09-19,Critical,Feature,Open,1
173_6,173,2026-01-02,2026-01-07,Critical,Bug,Open,3
173_7,173,2023-06-18,2023-06-20,High,Outage,Escalated,3
173_8,173,2025-04-18,2025-04-22,Critical,Billing,Escalated,1
173_9,173,2026-01-30,2026-01-30,Critical,Billing,Open,2
174_0,174,2023-03-11,2023-03-15,Critical,Bug,Resolved,3
174_1,174,2025-07-23,2025-07-26,Critical,Bug,Escalated,2
174_2,174,2024-01-20,2024-01-25,Critical,Bug,Escalated,3
174_3,174,2023-05-13,2023-05-15,High,Bug,Open,1
174_4,174,2022-07-09,2022-07-11,High,Bug,Resolved,3
174_5,174,2025-11-05,2025-11-08,Critical,Feature,Open,2
174_6,174,2023-04-01,2023-04-06,Critical,Billing,Open,2
175_0,175,2024-12-01,2024-12-04,Medium,Feature,Escalated,3
175_1,175,2025-10-21,2025-10-21,Low,Billing,Open,2
175_2,175,2024-03-13,2024-03-16,High,Bug,Open,1
175_3,175,2024-10-15,2024-10-17,Medium,Bug,Open,4
175_4,175,2024-10-23,2024-10-26,Critical,Outage,Escalated,2
175_5,175,2024-02-27,2024-02-28,High,Outage,Escalated,3
175_6,175,2024-03-05,2024-03-09,Critical,Outage,Resolved,3
175_7,175,2026-01-12,2026-01-14,Critical,Billing,Open,1
176_0,176,2024-04-27,2024-04-27,Medium,Billing,Resolved,3
176_1,176,2024-05-15,2024-05-18,Low,Bug,Resolved,1
176_2,176,2025-02-07,2025-02-10,Low,Billing,Resolved,2
176_3,176,2025-08-25,2025-08-26,High,Bug,Escalated,2
176_4,176,2025-04-28,2025-05-02,High,Feature,Escalated,4
176_5,176,2025-08-05,2025-08-06,High,Bug,Resolved,2
176_6,176,2024-09-08,2024-09-11,Critical,Outage,Resolved,3
176_7,176,2025-02-02,2025-02-05,Medium,Billing,Open,1
177_0,177,2026-01-10,2026-01-12,High,Feature,Open,3
177_1,177,2026-01-31,2026-02-05,Medium,Billing,Open,4
177_2,177,2025-11-22,2025-11-25,High,Outage,Open,2
178_0,178,2025-10-10,2025-10-15,Low,Outage,Open,4
178_1,178,2025-07-18,2025-07-18,Critical,Billing,Resolved,1
178_2,178,2024-03-03,2024-03-04,High,Feature,Resolved,5
178_3,178,2025-03-05,2025-03-10,Critical,Outage,Escalated,5
179_0,179,2025-03-19,2025-03-23,Medium,Feature,Open,1
179_1,179,2024-12-07,2024-12-12,Critical,Feature,Escalated,4
179_2,179,2025-07-14,2025-07-19,Medium,Outage,Open,1
179_3,179,2025-05-03,2025-05-08,Low,Bug,Escalated,1
180_0,180,2024-04-09,2024-04-09,Low,Outage,Resolved,1
180_1,180,2025-06-01,2025-06-05,Critical,Outage,Escalated,3
180_2,180,2024-05-26,2024-05-29,Low,Billing,Open,1
180_3,180,2023-06-29,2023-07-04,Medium,Outage,Open,3
180_4,180,2025-12-28,2025-12-28,High,Outage,Escalated,5
180_5,180,2022-09-03,2022-09-03,High,Billing,Escalated,5
180_6,180,2022-08-29,2022-08-31,Low,Bug,Escalated,3
180_7,180,2025-04-13,2025-04-15,Critical,Bug,Open,2
180_8,180,2023-09-22,2023-09-26,Medium,Outage,Open,5
180_9,180,2023-06-24,2023-06-26,High,Bug,Open,2
181_0,181,2025-08-23,2025-08-26,Critical,Feature,Escalated,2
181_1,181,2022-03-15,2022-03-19,Critical,Feature,Open,3
181_2,181,2024-02-12,2024-02-15,High,Feature,Resolved,1
181_3,181,2025-03-20,2025-03-21,High,Outage,Resolved,1
181_4,181,2024-09-12,2024-09-14,High,Billing,Open,3
181_5,181,2022-01-16,2022-01-16,High,Bug,Resolved,1
181_6,181,2022-10-06,2022-10-07,Critical,Feature,Resolved,1
181_7,181,2025-03-29,2025-04-03,High,Feature,Resolved,3
181_8,181,2022-02-28,2022-03-05,Critical,Outage,Escalated,2
182_0,182,2026-02-17,2026-02-18,Medium,Feature,Open,2
182_1,182,2026-01-06,2026-01-08,Medium,Billing,Escalated,2
183_0,183,2025-06-08,2025-06-11,High,Feature,Resolved,3
183_1,183,2022-12-03,2022-12-08,Critical,Outage,Escalated,2
183_2,183,2024-07-08,2024-07-09,Critical,Billing,Resolved,3
183_3,183,2024-05-19,2024-05-23,High,Billing,Escalated,1
183_4,183,2025-04-25,2025-04-29,High,Billing,Resolved,3
183_5,183,2025-09-11,2025-09-13,High,Bug,Resolved,1
183_6,183,2024-12-03,2024-12-05,High,Billing,Escalated,1
184_0,184,2023-01-03,2023-01-05,Critical,Feature,Resolved,2
184_1,184,2023-10-31,2023-11-03,Low,Bug,Resolved,3
185_0,185,2025-07-20,2025-07-23,Critical,Billing,Open,1
185_1,185,2024-12-11,2024-12-14,Low,Feature,Escalated,2
185_2,185,2023-01-31,2023-02-02,High,Outage,Resolved,4
185_3,185,2025-04-29,2025-05-01,Low,Bug,Escalated,2
185_4,185,2025-02-14,2025-02-18,Critical,Billing,Open,4
185_5,185,2024-01-17,2024-01-21,Medium,Billing,Escalated,5
185_6,185,2023-04-21,2023-04-25,Critical,Outage,Resolved,4
185_7,185,2024-01-11,2024-01-12,High,Feature,Escalated,3
186_0,186,2025-08-20,2025-08-24,High,Bug,Open,1
186_1,186,2025-11-27,2025-11-27,High,Outage,Open,2
186_2,186,2025-04-01,2025-04-02,Critical,Billing,Open,1
186_3,186,2025-09-14,2025-09-15,High,Feature,Open,2
186_4,186,2025-11-05,2025-11-08,Critical,Outage,Escalated,3
186_5,186,2025-07-10,2025-07-10,High,Bug,Open,2
186_6,186,2025-08-10,2025-08-15,Critical,Feature,Resolved,1
188_0,188,2023-07-29,2023-08-02,Critical,Billing,Open,1
188_1,188,2022-03-19,2022-03-20,Medium,Feature,Open,5
188_2,188,2024-08-03,2024-08-05,Low,Feature,Open,2
189_0,189,2025-03-15,2025-03-18,Critical,Billing,Resolved,1
189_1,189,2025-04-19,2025-04-21,Low,Feature,Escalated,5
189_2,189,2025-06-29,2025-07-03,High,Billing,Escalated,4
190_0,190,2025-08-04,2025-08-06,High,Feature,Open,3
190_1,190,2024-10-16,2024-10-16,Critical,Bug,Open,3
190_2,190,2024-05-16,2024-05-20,Medium,Feature,Open,2
191_0,191,2024-04-16,2024-04-16,Medium,Billing,Resolved,1
191_1,191,2023-04-27,2023-04-30,High,Billing,Escalated,3
191_2,191,2025-09-27,2025-10-01,High,Outage,Open,1
192_0,192,2025-06-24,2025-06-28,Critical,Bug,Escalated,4
192_1,192,2024-12-07,2024-12-11,Critical,Billing,Escalated,1
192_2,192,2025-11-29,2025-11-30,Low,Outage,Resolved,3
192_3,192,2025-08-21,2025-08-26,Low,Bug,Resolved,1
192_4,192,2025-01-18,2025-01-19,Medium,Outage,Resolved,1
192_5,192,2025-10-10,2025-10-12,Low,Outage,Escalated,4
192_6,192,2024-12-27,2024-12-27,Low,Outage,Open,5
193_0,193,2025-07-19,2025-07-20,Low,Outage,Open,1
194_0,194,2022-04-19,2022-04-19,Critical,Feature,Open,2
194_1,194,2023-01-04,2023-01-08,High,Billing,Resolved,2
194_2,194,2021-12-01,2021-12-02,Critical,Outage,Open,3
194_3,194,2023-06-09,2023-06-10,Critical,Feature,Escalated,2
194_4,194,2024-08-18,2024-08-20,Critical,Outage,Resolved,1
194_5,194,2023-04-01,2023-04-04,Critical,Bug,Open,3
194_6,194,2023-07-11,2023-07-15,High,Outage,Open,1
195_0,195,2025-01-05,2025-01-10,High,Billing,Open,2
195_1,195,2023-10-22,2023-10-23,Critical,Outage,Open,2
195_2,195,2023-02-05,2023-02-06,Critical,Outage,Escalated,3
195_3,195,2022-07-23,2022-07-26,High,Bug,Open,2
195_4,195,2023-06-24,2023-06-26,Critical,Feature,Escalated,3
196_0,196,2025-11-28,2025-11-29,Low,Bug,Open,1
197_0,197,2025-07-25,2025-07-30,Low,Outage,Open,3
197_1,197,2025-12-04,2025-12-07,High,Billing,Open,3
197_2,197,2025-10-27,2025-10-31,Low,Outage,Escalated,5
197_3,197,2026-01-16,2026-01-18,Medium,Billing,Resolved,1
197_4,197,2025-02-07,2025-02-12,Medium,Feature,Open,1
197_5,197,2025-04-12,2025-04-12,Medium,Outage,Open,3
197_6,197,2026-01-04,2026-01-07,Low,Feature,Escalated,5
198_0,198,2024-08-17,2024-08-19,Critical,Outage,Escalated,1
198_1,198,2025-07-03,2025-07-06,Low,Bug,Resolved,5
198_2,198,2024-02-17,2024-02-22,High,Feature,Open,2
198_3,198,2025-11-07,2025-11-07,Critical,Bug,Open,2
198_4,198,2025-02-11,2025-02-13,High,Bug,Escalated,5
198_5,198,2025-06-22,2025-06-22,High,Feature,Resolved,1
198_6,198,2024-03-30,2024-04-01,Medium,Bug,Escalated,4
198_7,198,2025-03-24,2025-03-26,Critical,Bug,Resolved,1
198_8,198,2025-10-27,2025-10-29,Critical,Bug,Escalated,2
199_0,199,2025-11-18,2025-11-18,High,Bug,Resolved,4
199_1,199,2024-09-02,2024-09-07,Critical,Feature,Escalated,5
199_2,199,2025-11-18,2025-11-21,Critical,Outage,Escalated,3
199_3,199,2024-12-22,2024-12-27,Low,Billing,Escalated,3
199_4,199,2025-08-06,2025-08-06,Critical,Bug,Escalated,2
199_5,199,2025-05-13,2025-05-15,Critical,Bug,Open,1
199_6,199,2024-08-15,2024-08-20,Low,Feature,Escalated,2
199_7,199,2025-05-08,2025-05-10,Critical,Bug,Escalated,4
199_8,199,2026-02-25,2026-02-25,Low,Feature,Open,3
200_0,200,2021-09-01,2021-09-03,Critical,Outage,Open,4
200_1,200,2023-10-17,2023-10-18,Critical,Bug,Resolved,3
200_2,200,2024-01-25,2024-01-28,Low,Outage,Escalated,5
200_3,200,2023-11-13,2023-11-14,Low,Feature,Open,4
200_4,200,2022-04-04,2022-04-06,Critical,Billing,Open,4
201_0,201,2023-07-17,2023-07-19,Critical,Outage,Open,3
201_1,201,2026-02-08,2026-02-08,Critical,Bug,Open,1
201_2,201,2024-04-11,2024-04-13,Critical,Billing,Open,3
201_3,201,2023-07-07,2023-07-12,Low,Feature,Escalated,2
201_4,201,2024-12-15,2024-12-17,High,Outage,Escalated,5
201_5,201,2025-12-19,2025-12-19,Medium,Bug,Resolved,4
201_6,201,2023-09-10,2023-09-10,Medium,Outage,Resolved,2
201_7,201,2024-04-02,2024-04-02,High,Feature,Open,2
202_0,202,2026-02-15,2026-02-20,Low,Bug,Escalated,5
202_1,202,2025-11-26,2025-11-26,Critical,Feature,Escalated,4
202_2,202,2026-02-03,2026-02-08,Medium,Billing,Open,2
202_3,202,2025-12-01,2025-12-04,Critical,Outage,Escalated,2
202_4,202,2026-01-16,2026-01-19,High,Outage,Open,5
202_5,202,2026-03-04,2026-03-06,Low,Billing,Escalated,1
202_6,202,2026-02-16,2026-02-19,Medium,Bug,Resolved,2
202_7,202,2026-02-05,2026-02-09,High,Outage,Resolved,4
202_8,202,2025-11-27,2025-11-27,High,Outage,Open,2
203_0,203,2026-01-21,2026-01-23,High,Billing,Escalated,1
204_0,204,2025-12-23,2025-12-28,Low,Feature,Resolved,3
204_1,204,2025-08-16,2025-08-16,High,Billing,Open,3
204_2,204,2025-08-25,2025-08-26,High,Outage,Resolved,1
205_0,205,2022-10-04,2022-10-04,Critical,Bug,Resolved,3
205_1,205,2022-07-23,2022-07-27,Critical,Billing,Escalated,3
205_2,205,2025-09-21,2025-09-25,Critical,Billing,Escalated,2
205_3,205,2024-06-01,2024-06-05,Critical,Billing,Resolved,2
205_4,205,2023-03-30,2023-04-04,High,Feature,Resolved,1
206_0,206,2025-05-08,2025-05-12,High,Feature,Resolved,5
207_0,207,2024-03-17,2024-03-22,High,Outage,Resolved,5
207_1,207,2025-07-30,2025-08-02,High,Feature,Resolved,1
207_2,207,2025-03-26,2025-03-28,High,Billing,Open,1
207_3,207,2025-05-03,2025-05-05,Medium,Billing,Escalated,4
207_4,207,2024-09-24,2024-09-24,Low,Feature,Resolved,4
207_5,207,2025-10-04,2025-10-09,High,Billing,Escalated,2
208_0,208,2025-09-18,2025-09-18,Low,Billing,Open,2
208_1,208,2025-12-25,2025-12-28,Medium,Outage,Escalated,3
208_2,208,2025-07-30,2025-07-30,Critical,Bug,Escalated,5
208_3,208,2024-10-12,2024-10-15,High,Billing,Open,5
208_4,208,2024-12-01,2024-12-03,Low,Billing,Resolved,2
208_5,208,2025-04-17,2025-04-21,Medium,Feature,Escalated,5
208_6,208,2025-04-22,2025-04-24,Critical,Feature,Open,3
209_0,209,2025-02-08,2025-02-09,Low,Bug,Escalated,1
209_1,209,2025-11-17,2025-11-17,Medium,Feature,Open,2
209_2,209,2025-08-03,2025-08-04,Medium,Feature,Open,3
209_3,209,2025-07-16,2025-07-16,Medium,Billing,Resolved,4
209_4,209,2025-08-10,2025-08-14,Medium,Feature,Resolved,5
209_5,209,2025-06-08,2025-06-10,Critical,Feature,Resolved,3
209_6,209,2025-01-15,2025-01-16,Critical,Outage,Escalated,1
209_7,209,2025-09-01,2025-09-04,Low,Billing,Escalated,4
209_8,209,2025-03-06,2025-03-09,High,Billing,Resolved,5
209_9,209,2025-09-21,2025-09-24,Medium,Bug,Open,3
210_0,210,2023-01-28,2023-01-29,High,Bug,Escalated,2
211_0,211,2025-12-07,2025-12-08,Medium,Bug,Resolved,5
211_1,211,2026-01-27,2026-01-28,Critical,Outage,Escalated,5
211_2,211,2024-06-30,2024-07-05,Critical,Billing,Resolved,2
211_3,211,2023-08-04,2023-08-07,High,Bug,Open,5
211_4,211,2024-08-15,2024-08-17,High,Outage,Escalated,5
211_5,211,2023-08-17,2023-08-17,Critical,Bug,Escalated,2
212_0,212,2023-04-28,2023-05-03,Critical,Outage,Open,1
212_1,212,2025-11-26,2025-11-30,High,Outage,Escalated,2
212_2,212,2024-09-16,2024-09-18,Critical,Feature,Open,2
212_3,212,2025-06-09,2025-06-11,High,Bug,Open,3
213_0,213,2026-01-31,2026-01-31,Low,Feature,Resolved,1
214_0,214,2025-10-02,2025-10-06,Critical,Feature,Resolved,5
214_1,214,2025-08-20,2025-08-23,Critical,Feature,Open,1
214_2,214,2025-09-24,2025-09-25,Medium,Bug,Resolved,1
214_3,214,2026-02-26,2026-03-02,High,Outage,Escalated,3
214_4,214,2025-09-22,2025-09-23,Critical,Billing,Open,3
214_5,214,2025-11-11,2025-11-16,High,Bug,Resolved,2
214_6,214,2025-09-30,2025-10-01,Critical,Feature,Open,2
214_7,214,2026-02-23,2026-02-25,High,Bug,Escalated,1
215_0,215,2025-10-22,2025-10-23,Critical,Outage,Escalated,3
215_1,215,2025-12-19,2025-12-21,Medium,Outage,Escalated,5
215_2,215,2026-01-15,2026-01-20,High,Billing,Escalated,5
215_3,215,2026-01-24,2026-01-29,Low,Feature,Resolved,4
215_4,215,2026-02-02,2026-02-02,High,Feature,Open,2
215_5,215,2026-01-04,2026-01-07,Medium,Bug,Open,1
215_6,215,2025-08-23,2025-08-28,Low,Outage,Resolved,1
216_0,216,2025-09-28,2025-10-01,Medium,Billing,Escalated,1
216_1,216,2025-10-06,2025-10-11,Critical,Outage,Resolved,4
216_2,216,2025-07-25,2025-07-27,Low,Outage,Escalated,1
216_3,216,2025-05-02,2025-05-04,Medium,Billing,Escalated,1
218_0,218,2026-01-05,2026-01-07,Medium,Billing,Open,2
218_1,218,2025-04-07,2025-04-09,High,Outage,Open,2
218_2,218,2025-06-01,2025-06-05,Medium,Outage,Open,5
218_3,218,2025-12-24,2025-12-25,High,Outage,Open,2
218_4,218,2025-06-25,2025-06-29,High,Billing,Open,5
219_0,219,2025-12-09,2025-12-14,Critical,Outage,Resolved,4
219_1,219,2026-01-22,2026-01-26,High,Outage,Resolved,3
219_2,219,2025-12-11,2025-12-13,Low,Outage,Open,3
219_3,219,2026-01-16,2026-01-16,Medium,Feature,Resolved,4
219_4,219,2025-12-14,2025-12-19,High,Outage,Resolved,2
219_5,219,2025-12-23,2025-12-24,Low,Bug,Resolved,4
219_6,219,2026-01-29,2026-01-29,Medium,Bug,Resolved,4
219_7,219,2025-12-28,2025-12-31,Medium,Outage,Open,3
219_8,219,2025-11-02,2025-11-07,Critical,Outage,Resolved,2
219_9,219,2026-01-30,2026-02-01,High,Billing,Resolved,3
220_0,220,2024-09-20,2024-09-25,Critical,Billing,Escalated,1
220_1,220,2022-12-28,2022-12-30,High,Bug,Open,3
220_2,220,2023-05-22,2023-05-26,Critical,Bug,Resolved,4
220_3,220,2024-11-03,2024-11-07,Medium,Billing,Open,2
220_4,220,2023-02-25,2023-02-25,High,Bug,Escalated,4
221_0,221,2025-09-25,2025-09-26,Critical,Outage,Open,4
221_1,221,2025-10-26,2025-10-26,Critical,Outage,Escalated,5
221_2,221,2025-03-10,2025-03-13,Critical,Bug,Open,1
221_3,221,2024-05-31,2024-06-04,Critical,Feature,Resolved,3
221_4,221,2026-02-02,2026-02-07,High,Bug,Open,5
221_5,221,2025-12-25,2025-12-27,Medium,Bug,Resolved,2
222_0,222,2025-07-29,2025-08-01,Medium,Feature,Resolved,1
222_1,222,2025-05-17,2025-05-17,Medium,Outage,Escalated,2
222_2,222,2025-01-13,2025-01-13,High,Outage,Resolved,5
222_3,222,2025-03-18,2025-03-23,Medium,Bug,Escalated,4
223_0,223,2026-02-09,2026-02-12,Critical,Outage,Open,4
223_1,223,2026-03-01,2026-03-01,Critical,Outage,Open,3
223_2,223,2026-02-10,2026-02-10,Low,Outage,Escalated,3
224_0,224,2022-07-04,2022-07-09,Low,Feature,Open,3
224_1,224,2026-03-01,2026-03-03,Critical,Feature,Escalated,2
224_2,224,2022-04-08,2022-04-12,High,Billing,Escalated,2
224_3,224,2025-11-30,2025-12-01,Medium,Outage,Escalated,4
224_4,224,2024-05-07,2024-05-07,Low,Bug,Escalated,5
224_5,224,2024-03-31,2024-04-03,Medium,Billing,Open,1
224_6,224,2025-06-13,2025-06-13,Critical,Outage,Open,5
224_7,224,2022-11-23,2022-11-28,High,Bug,Resolved,3
225_0,225,2025-10-16,2025-10-21,High,Outage,Open,5
225_1,225,2024-07-22,2024-07-23,Medium,Bug,Escalated,3
225_2,225,2023-06-22,2023-06-23,Critical,Billing,Escalated,5
225_3,225,2025-04-02,2025-04-06,Medium,Billing,Resolved,4
225_4,225,2023-08-20,2023-08-25,Low,Billing,Open,2
225_5,225,2025-12-08,2025-12-09,Low,Outage,Escalated,5
226_0,226,2026-01-10,2026-01-14,Critical,Bug,Resolved,3
227_0,227,2025-07-30,2025-08-04,Critical,Bug,Resolved,3
227_1,227,2022-08-19,2022-08-19,High,Billing,Resolved,5
227_2,227,2025-01-19,2025-01-20,High,Feature,Open,2
227_3,227,2025-01-13,2025-01-17,High,Feature,Resolved,5
227_4,227,2024-10-02,2024-10-07,Low,Feature,Open,2
227_5,227,2022-10-12,2022-10-17,High,Bug,Escalated,5
228_0,228,2025-11-27,2025-11-30,High,Outage,Open,2
228_1,228,2024-12-27,2025-01-01,High,Billing,Resolved,1
228_2,228,2026-01-22,2026-01-23,Low,Bug,Open,1
228_3,228,2025-09-30,2025-10-03,Low,Feature,Open,3
229_0,229,2025-03-02,2025-03-07,Critical,Feature,Open,5
229_1,229,2025-03-28,2025-03-30,High,Billing,Escalated,5
229_2,229,2025-12-25,2025-12-28,Medium,Billing,Open,3
229_3,229,2025-05-27,2025-05-27,High,Bug,Escalated,5
229_4,229,2025-10-09,2025-10-14,High,Outage,Open,3
229_5,229,2025-07-21,2025-07-22,High,Billing,Escalated,3
229_6,229,2025-12-14,2025-12-16,Medium,Bug,Open,3
229_7,229,2025-03-04,2025-03-04,Low,Outage,Open,3
229_8,229,2025-09-16,2025-09-19,Critical,Billing,Open,3
229_9,229,2025-02-12,2025-02-15,Low,Billing,Escalated,3
230_0,230,2025-05-09,2025-05-13,Critical,Bug,Resolved,4
230_1,230,2025-02-18,2025-02-22,High,Bug,Escalated,4
230_2,230,2024-12-29,2024-12-31,Critical,Billing,Escalated,2
230_3,230,2024-02-27,2024-02-27,Medium,Bug,Resolved,3
230_4,230,2025-01-15,2025-01-19,High,Outage,Resolved,4
231_0,231,2024-03-17,2024-03-17,Medium,Feature,Open,4
231_1,231,2025-03-20,2025-03-20,Critical,Feature,Resolved,3
231_2,231,2025-03-29,2025-04-03,Critical,Billing,Open,3
231_3,231,2024-06-19,2024-06-20,Critical,Billing,Open,3
231_4,231,2024-11-09,2024-11-10,High,Bug,Resolved,1
232_0,232,2025-08-25,2025-08-28,Low,Billing,Escalated,5
232_1,232,2025-12-13,2025-12-18,Critical,Outage,Escalated,5
232_2,232,2025-06-25,2025-06-26,Critical,Outage,Open,2
232_3,232,2025-08-10,2025-08-13,Low,Bug,Escalated,4
234_0,234,2026-01-08,2026-01-11,Medium,Feature,Escalated,3
234_1,234,2026-02-22,2026-02-26,Medium,Feature,Resolved,1
234_2,234,2025-11-19,2025-11-23,Low,Outage,Escalated,3
234_3,234,2026-01-15,2026-01-18,Medium,Bug,Escalated,3
234_4,234,2025-12-01,2025-12-02,High,Bug,Escalated,3
234_5,234,2026-01-19,2026-01-19,Critical,Outage,Escalated,5
234_6,234,2026-02-09,2026-02-09,Low,Bug,Escalated,1
234_7,234,2025-12-16,2025-12-21,Medium,Feature,Resolved,1
235_0,235,2023-04-14,2023-04-19,Critical,Outage,Resolved,3
235_1,235,2024-12-04,2024-12-04,High,Outage,Resolved,3
235_2,235,2023-03-17,2023-03-21,Medium,Bug,Open,4
235_3,235,2023-08-04,2023-08-06,High,Feature,Escalated,4
235_4,235,2024-09-13,2024-09-17,Medium,Billing,Escalated,5
235_5,235,2025-03-11,2025-03-13,Medium,Feature,Resolved,2
235_6,235,2024-11-17,2024-11-17,Critical,Outage,Escalated,2
235_7,235,2023-04-16,2023-04-17,High,Feature,Resolved,2
235_8,235,2024-01-26,2024-01-29,Low,Outage,Open,4
235_9,235,2025-10-06,2025-10-08,High,Billing,Resolved,3
236_0,236,2023-05-04,2023-05-08,Medium,Outage,Escalated,4
236_1,236,2025-09-06,2025-09-09,Medium,Feature,Resolved,1
236_2,236,2024-10-10,2024-10-13,Low,Outage,Resolved,3
236_3,236,2024-11-19,2024-11-20,Critical,Bug,Resolved,2
236_4,236,2023-07-24,2023-07-26,High,Billing,Escalated,4
236_5,236,2024-02-19,2024-02-24,Critical,Feature,Escalated,5
236_6,236,2022-07-31,2022-08-02,Low,Billing,Open,3
236_7,236,2023-05-28,2023-05-28,High,Bug,Escalated,1
236_8,236,2022-08-30,2022-09-01,Low,Feature,Escalated,3
236_9,236,2025-06-09,2025-06-10,Low,Feature,Escalated,5
237_0,237,2026-01-09,2026-01-14,Low,Billing,Escalated,5
237_1,237,2025-11-27,2025-11-27,Low,Bug,Open,3
237_2,237,2025-10-11,2025-10-15,Critical,Feature,Open,3
237_3,237,2025-11-16,2025-11-20,Low,Bug,Open,4
238_0,238,2025-05-23,2025-05-25,Low,Billing,Open,2
238_1,238,2026-01-28,2026-02-02,Low,Billing,Resolved,2
238_2,238,2025-04-22,2025-04-25,Low,Outage,Escalated,5
238_3,238,2025-05-26,2025-05-29,Medium,Feature,Escalated,5
238_4,238,2025-03-30,2025-04-02,High,Feature,Open,1
238_5,238,2025-07-26,2025-07-31,Low,Feature,Open,3
238_6,238,2025-11-08,2025-11-09,Medium,Feature,Open,2
238_7,238,2025-06-10,2025-06-10,High,Bug,Open,5
238_8,238,2024-10-19,2024-10-23,Critical,Bug,Resolved,5
240_0,240,2022-10-25,2022-10-28,Medium,Feature,Open,4
240_1,240,2025-03-03,2025-03-07,High,Feature,Escalated,5
240_2,240,2024-03-27,2024-03-31,High,Bug,Escalated,5
240_3,240,2024-06-21,2024-06-26,High,Bug,Resolved,5
240_4,240,2024-07-26,2024-07-29,Critical,Billing,Escalated,5
240_5,240,2022-08-05,2022-08-07,High,Outage,Open,1
241_0,241,2025-05-19,2025-05-20,Medium,Billing,Escalated,1
241_1,241,2023-05-23,2023-05-27,Low,Billing,Resolved,1
241_2,241,2025-10-15,2025-10-18,Low,Billing,Open,1
241_3,241,2025-11-30,2025-11-30,High,Feature,Resolved,2
241_4,241,2023-11-15,2023-11-16,Low,Billing,Escalated,2
241_5,241,2024-01-18,2024-01-23,Critical,Feature,Open,5
242_0,242,2025-07-24,2025-07-24,High,Bug,Escalated,1
244_0,244,2024-04-26,2024-05-01,Medium,Billing,Escalated,1
244_1,244,2025-03-24,2025-03-29,High,Billing,Escalated,5
244_2,244,2023-06-19,2023-06-20,Critical,Billing,Open,1
244_3,244,2025-10-05,2025-10-08,Critical,Bug,Resolved,2
245_0,245,2025-08-22,2025-08-25,Critical,Outage,Resolved,2
245_1,245,2025-06-16,2025-06-21,Critical,Bug,Escalated,2
245_2,245,2025-09-01,2025-09-03,Critical,Billing,Escalated,3
245_3,245,2025-12-04,2025-12-09,High,Outage,Open,4
245_4,245,2025-04-05,2025-04-05,Medium,Billing,Escalated,1
246_0,246,2026-02-24,2026-02-25,Critical,Outage,Resolved,4
246_1,246,2026-02-09,2026-02-11,Low,Billing,Escalated,4
246_2,246,2026-02-04,2026-02-08,Critical,Billing,Open,1
246_3,246,2025-12-29,2026-01-02,Medium,Bug,Escalated,5
246_4,246,2025-12-23,2025-12-25,High,Feature,Open,5
246_5,246,2025-12-05,2025-12-08,Low,Outage,Open,2
247_0,247,2023-12-29,2023-12-31,High,Billing,Open,3
247_1,247,2024-02-25,2024-02-29,Medium,Outage,Open,1
247_2,247,2025-12-06,2025-12-07,Medium,Outage,Resolved,1
247_3,247,2025-03-28,2025-03-31,High,Billing,Open,5
248_0,248,2025-06-10,2025-06-12,High,Feature,Open,1
248_1,248,2022-05-25,2022-05-26,Critical,Billing,Escalated,3
248_2,248,2025-10-11,2025-10-15,Medium,Outage,Resolved,2
249_0,249,2024-04-11,2024-04-16,Critical,Feature,Open,5
250_0,250,2026-01-13,2026-01-14,Critical,Feature,Escalated,2
250_1,250,2026-03-02,2026-03-03,Low,Bug,Open,5
250_2,250,2026-02-03,2026-02-03,High,Feature,Resolved,1
250_3,250,2026-01-23,2026-01-28,Medium,Feature,Resolved,5
250_4,250,2026-01-19,2026-01-23,High,Outage,Resolved,4
251_0,251,2025-10-25,2025-10-26,Critical,Feature,Open,3
251_1,251,2025-11-24,2025-11-26,Low,Bug,Open,1
251_2,251,2025-01-13,2025-01-16,Low,Bug,Resolved,2
251_3,251,2024-07-08,2024-07-11,High,Billing,Resolved,2
251_4,251,2025-06-03,2025-06-05,Critical,Feature,Escalated,2
251_5,251,2026-02-16,2026-02-19,Critical,Bug,Resolved,2
251_6,251,2025-09-16,2025-09-17,High,Feature,Resolved,3
251_7,251,2026-01-25,2026-01-27,Critical,Outage,Resolved,1
251_8,251,2025-01-15,2025-01-19,Critical,Bug,Resolved,2
252_0,252,2024-10-28,2024-10-28,Medium,Bug,Escalated,5
252_1,252,2024-08-19,2024-08-23,Low,Outage,Open,5
252_2,252,2024-02-10,2024-02-12,Low,Bug,Escalated,2
253_0,253,2023-02-05,2023-02-06,High,Billing,Escalated,5
254_0,254,2025-11-19,2025-11-24,Low,Billing,Escalated,4
254_1,254,2025-06-04,2025-06-09,Critical,Feature,Resolved,1
254_2,254,2025-12-10,2025-12-10,Critical,Bug,Open,1
254_3,254,2024-12-19,2024-12-20,Critical,Billing,Resolved,5
254_4,254,2024-10-03,2024-10-04,Critical,Feature,Escalated,1
